filepath,label
D:\ai_project\data\ecg_images\100_139164_normal.png,normal
D:\ai_project\data\ecg_images\100_139440_normal.png,normal
D:\ai_project\data\ecg_images\100_139719_normal.png,normal
D:\ai_project\data\ecg_images\100_140009_normal.png,normal
D:\ai_project\data\ecg_images\100_140302_normal.png,normal
D:\ai_project\data\ecg_images\100_140599_normal.png,normal
D:\ai_project\data\ecg_images\100_140881_normal.png,normal
D:\ai_project\data\ecg_images\100_141152_normal.png,normal
D:\ai_project\data\ecg_images\100_141423_normal.png,normal
D:\ai_project\data\ecg_images\100_141684_normal.png,normal
D:\ai_project\data\ecg_images\100_141943_normal.png,normal
D:\ai_project\data\ecg_images\100_142207_normal.png,normal
D:\ai_project\data\ecg_images\100_142479_normal.png,normal
D:\ai_project\data\ecg_images\100_142747_normal.png,normal
D:\ai_project\data\ecg_images\100_143010_normal.png,normal
D:\ai_project\data\ecg_images\100_143265_normal.png,normal
D:\ai_project\data\ecg_images\100_143515_normal.png,normal
D:\ai_project\data\ecg_images\100_143766_normal.png,normal
D:\ai_project\data\ecg_images\100_144025_normal.png,normal
D:\ai_project\data\ecg_images\100_144286_normal.png,normal
D:\ai_project\data\ecg_images\100_144557_normal.png,normal
D:\ai_project\data\ecg_images\100_144832_normal.png,normal
D:\ai_project\data\ecg_images\100_145111_normal.png,normal
D:\ai_project\data\ecg_images\100_145381_normal.png,normal
D:\ai_project\data\ecg_images\100_145647_normal.png,normal
D:\ai_project\data\ecg_images\100_145902_normal.png,normal
D:\ai_project\data\ecg_images\100_146170_normal.png,normal
D:\ai_project\data\ecg_images\100_146445_normal.png,normal
D:\ai_project\data\ecg_images\100_146737_normal.png,normal
D:\ai_project\data\ecg_images\100_147013_normal.png,normal
D:\ai_project\data\ecg_images\100_147290_normal.png,normal
D:\ai_project\data\ecg_images\100_147565_normal.png,normal
D:\ai_project\data\ecg_images\100_147832_normal.png,normal
D:\ai_project\data\ecg_images\100_148099_normal.png,normal
D:\ai_project\data\ecg_images\100_148363_normal.png,normal
D:\ai_project\data\ecg_images\100_148637_normal.png,normal
D:\ai_project\data\ecg_images\100_148916_normal.png,normal
D:\ai_project\data\ecg_images\100_149204_normal.png,normal
D:\ai_project\data\ecg_images\100_149488_normal.png,normal
D:\ai_project\data\ecg_images\100_149768_normal.png,normal
D:\ai_project\data\ecg_images\100_150030_normal.png,normal
D:\ai_project\data\ecg_images\100_150303_normal.png,normal
D:\ai_project\data\ecg_images\100_150575_normal.png,normal
D:\ai_project\data\ecg_images\100_150849_normal.png,normal
D:\ai_project\data\ecg_images\100_151122_normal.png,normal
D:\ai_project\data\ecg_images\100_151407_normal.png,normal
D:\ai_project\data\ecg_images\100_151700_normal.png,normal
D:\ai_project\data\ecg_images\100_151974_normal.png,normal
D:\ai_project\data\ecg_images\100_152237_normal.png,normal
D:\ai_project\data\ecg_images\100_152510_normal.png,normal
D:\ai_project\data\ecg_images\100_152781_normal.png,normal
D:\ai_project\data\ecg_images\100_153067_normal.png,normal
D:\ai_project\data\ecg_images\100_153362_normal.png,normal
D:\ai_project\data\ecg_images\100_153644_normal.png,normal
D:\ai_project\data\ecg_images\100_153922_normal.png,normal
D:\ai_project\data\ecg_images\100_154193_normal.png,normal
D:\ai_project\data\ecg_images\100_154470_normal.png,normal
D:\ai_project\data\ecg_images\100_154741_normal.png,normal
D:\ai_project\data\ecg_images\100_155009_normal.png,normal
D:\ai_project\data\ecg_images\100_155291_normal.png,normal
D:\ai_project\data\ecg_images\100_155588_normal.png,normal
D:\ai_project\data\ecg_images\100_155865_normal.png,normal
D:\ai_project\data\ecg_images\100_156132_normal.png,normal
D:\ai_project\data\ecg_images\100_156395_normal.png,normal
D:\ai_project\data\ecg_images\100_156648_normal.png,normal
D:\ai_project\data\ecg_images\100_156906_normal.png,normal
D:\ai_project\data\ecg_images\100_157168_normal.png,normal
D:\ai_project\data\ecg_images\100_157430_normal.png,normal
D:\ai_project\data\ecg_images\100_157695_normal.png,normal
D:\ai_project\data\ecg_images\100_157960_normal.png,normal
D:\ai_project\data\ecg_images\100_158233_normal.png,normal
D:\ai_project\data\ecg_images\100_158489_normal.png,normal
D:\ai_project\data\ecg_images\100_158730_normal.png,normal
D:\ai_project\data\ecg_images\100_158974_normal.png,normal
D:\ai_project\data\ecg_images\100_159225_normal.png,normal
D:\ai_project\data\ecg_images\100_159479_normal.png,normal
D:\ai_project\data\ecg_images\100_159738_normal.png,normal
D:\ai_project\data\ecg_images\100_160001_normal.png,normal
D:\ai_project\data\ecg_images\100_160260_normal.png,normal
D:\ai_project\data\ecg_images\100_160507_normal.png,normal
D:\ai_project\data\ecg_images\100_160755_normal.png,normal
D:\ai_project\data\ecg_images\100_161005_normal.png,normal
D:\ai_project\data\ecg_images\100_161254_normal.png,normal
D:\ai_project\data\ecg_images\100_161499_normal.png,normal
D:\ai_project\data\ecg_images\100_161764_normal.png,normal
D:\ai_project\data\ecg_images\100_162035_normal.png,normal
D:\ai_project\data\ecg_images\100_162308_normal.png,normal
D:\ai_project\data\ecg_images\100_162573_normal.png,normal
D:\ai_project\data\ecg_images\100_162835_normal.png,normal
D:\ai_project\data\ecg_images\100_163093_normal.png,normal
D:\ai_project\data\ecg_images\100_163362_normal.png,normal
D:\ai_project\data\ecg_images\100_163629_normal.png,normal
D:\ai_project\data\ecg_images\100_163899_normal.png,normal
D:\ai_project\data\ecg_images\100_164182_normal.png,normal
D:\ai_project\data\ecg_images\100_164461_normal.png,normal
D:\ai_project\data\ecg_images\100_164731_normal.png,normal
D:\ai_project\data\ecg_images\100_164991_normal.png,normal
D:\ai_project\data\ecg_images\100_165246_normal.png,normal
D:\ai_project\data\ecg_images\100_165499_normal.png,normal
D:\ai_project\data\ecg_images\100_165756_normal.png,normal
D:\ai_project\data\ecg_images\100_166032_normal.png,normal
D:\ai_project\data\ecg_images\100_166301_normal.png,normal
D:\ai_project\data\ecg_images\100_166570_normal.png,normal
D:\ai_project\data\ecg_images\100_166841_normal.png,normal
D:\ai_project\data\ecg_images\100_167111_normal.png,normal
D:\ai_project\data\ecg_images\100_167371_normal.png,normal
D:\ai_project\data\ecg_images\100_167641_normal.png,normal
D:\ai_project\data\ecg_images\100_167912_normal.png,normal
D:\ai_project\data\ecg_images\100_168191_normal.png,normal
D:\ai_project\data\ecg_images\100_168484_normal.png,normal
D:\ai_project\data\ecg_images\100_168784_normal.png,normal
D:\ai_project\data\ecg_images\100_169074_normal.png,normal
D:\ai_project\data\ecg_images\100_169349_normal.png,normal
D:\ai_project\data\ecg_images\100_169629_normal.png,normal
D:\ai_project\data\ecg_images\100_169907_normal.png,normal
D:\ai_project\data\ecg_images\100_170201_normal.png,normal
D:\ai_project\data\ecg_images\100_170495_normal.png,normal
D:\ai_project\data\ecg_images\100_170719_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_171074_normal.png,normal
D:\ai_project\data\ecg_images\100_171371_normal.png,normal
D:\ai_project\data\ecg_images\100_171652_normal.png,normal
D:\ai_project\data\ecg_images\100_171921_normal.png,normal
D:\ai_project\data\ecg_images\100_172199_normal.png,normal
D:\ai_project\data\ecg_images\100_172481_normal.png,normal
D:\ai_project\data\ecg_images\100_172776_normal.png,normal
D:\ai_project\data\ecg_images\100_173067_normal.png,normal
D:\ai_project\data\ecg_images\100_173351_normal.png,normal
D:\ai_project\data\ecg_images\100_173629_normal.png,normal
D:\ai_project\data\ecg_images\100_173907_normal.png,normal
D:\ai_project\data\ecg_images\100_174176_normal.png,normal
D:\ai_project\data\ecg_images\100_174451_normal.png,normal
D:\ai_project\data\ecg_images\100_174737_normal.png,normal
D:\ai_project\data\ecg_images\100_175023_normal.png,normal
D:\ai_project\data\ecg_images\100_175323_normal.png,normal
D:\ai_project\data\ecg_images\100_175608_normal.png,normal
D:\ai_project\data\ecg_images\100_175877_normal.png,normal
D:\ai_project\data\ecg_images\100_176145_normal.png,normal
D:\ai_project\data\ecg_images\100_176427_normal.png,normal
D:\ai_project\data\ecg_images\100_176698_normal.png,normal
D:\ai_project\data\ecg_images\100_176975_normal.png,normal
D:\ai_project\data\ecg_images\100_177248_normal.png,normal
D:\ai_project\data\ecg_images\100_177523_normal.png,normal
D:\ai_project\data\ecg_images\100_177797_normal.png,normal
D:\ai_project\data\ecg_images\100_178059_normal.png,normal
D:\ai_project\data\ecg_images\100_178316_normal.png,normal
D:\ai_project\data\ecg_images\100_178578_normal.png,normal
D:\ai_project\data\ecg_images\100_178841_normal.png,normal
D:\ai_project\data\ecg_images\100_179117_normal.png,normal
D:\ai_project\data\ecg_images\100_179388_normal.png,normal
D:\ai_project\data\ecg_images\100_179662_normal.png,normal
D:\ai_project\data\ecg_images\100_179927_normal.png,normal
D:\ai_project\data\ecg_images\100_180182_normal.png,normal
D:\ai_project\data\ecg_images\100_180443_normal.png,normal
D:\ai_project\data\ecg_images\100_180705_normal.png,normal
D:\ai_project\data\ecg_images\100_180964_normal.png,normal
D:\ai_project\data\ecg_images\100_181236_normal.png,normal
D:\ai_project\data\ecg_images\100_181523_normal.png,normal
D:\ai_project\data\ecg_images\100_181811_normal.png,normal
D:\ai_project\data\ecg_images\100_182084_normal.png,normal
D:\ai_project\data\ecg_images\100_182353_normal.png,normal
D:\ai_project\data\ecg_images\100_182624_normal.png,normal
D:\ai_project\data\ecg_images\100_182896_normal.png,normal
D:\ai_project\data\ecg_images\100_183181_normal.png,normal
D:\ai_project\data\ecg_images\100_183475_normal.png,normal
D:\ai_project\data\ecg_images\100_183778_normal.png,normal
D:\ai_project\data\ecg_images\100_184071_normal.png,normal
D:\ai_project\data\ecg_images\100_184361_normal.png,normal
D:\ai_project\data\ecg_images\100_184649_normal.png,normal
D:\ai_project\data\ecg_images\100_184933_normal.png,normal
D:\ai_project\data\ecg_images\100_185213_normal.png,normal
D:\ai_project\data\ecg_images\100_185510_normal.png,normal
D:\ai_project\data\ecg_images\100_185828_normal.png,normal
D:\ai_project\data\ecg_images\100_186137_normal.png,normal
D:\ai_project\data\ecg_images\100_186428_normal.png,normal
D:\ai_project\data\ecg_images\100_186717_normal.png,normal
D:\ai_project\data\ecg_images\100_187005_normal.png,normal
D:\ai_project\data\ecg_images\100_187291_normal.png,normal
D:\ai_project\data\ecg_images\100_187577_normal.png,normal
D:\ai_project\data\ecg_images\100_187872_normal.png,normal
D:\ai_project\data\ecg_images\100_188179_normal.png,normal
D:\ai_project\data\ecg_images\100_188481_normal.png,normal
D:\ai_project\data\ecg_images\100_188763_normal.png,normal
D:\ai_project\data\ecg_images\100_189043_normal.png,normal
D:\ai_project\data\ecg_images\100_189330_normal.png,normal
D:\ai_project\data\ecg_images\100_189624_normal.png,normal
D:\ai_project\data\ecg_images\100_189929_normal.png,normal
D:\ai_project\data\ecg_images\100_190228_normal.png,normal
D:\ai_project\data\ecg_images\100_190529_normal.png,normal
D:\ai_project\data\ecg_images\100_190820_normal.png,normal
D:\ai_project\data\ecg_images\100_191112_normal.png,normal
D:\ai_project\data\ecg_images\100_191395_normal.png,normal
D:\ai_project\data\ecg_images\100_191674_normal.png,normal
D:\ai_project\data\ecg_images\100_191977_normal.png,normal
D:\ai_project\data\ecg_images\100_192281_normal.png,normal
D:\ai_project\data\ecg_images\100_192575_normal.png,normal
D:\ai_project\data\ecg_images\100_192862_normal.png,normal
D:\ai_project\data\ecg_images\100_193146_normal.png,normal
D:\ai_project\data\ecg_images\100_193423_normal.png,normal
D:\ai_project\data\ecg_images\100_193703_normal.png,normal
D:\ai_project\data\ecg_images\100_193994_normal.png,normal
D:\ai_project\data\ecg_images\100_194281_normal.png,normal
D:\ai_project\data\ecg_images\100_194574_normal.png,normal
D:\ai_project\data\ecg_images\100_194868_normal.png,normal
D:\ai_project\data\ecg_images\100_195156_normal.png,normal
D:\ai_project\data\ecg_images\100_195426_normal.png,normal
D:\ai_project\data\ecg_images\100_195701_normal.png,normal
D:\ai_project\data\ecg_images\100_195978_normal.png,normal
D:\ai_project\data\ecg_images\100_196268_normal.png,normal
D:\ai_project\data\ecg_images\100_196560_normal.png,normal
D:\ai_project\data\ecg_images\100_196847_normal.png,normal
D:\ai_project\data\ecg_images\100_197132_normal.png,normal
D:\ai_project\data\ecg_images\100_197414_normal.png,normal
D:\ai_project\data\ecg_images\100_197685_normal.png,normal
D:\ai_project\data\ecg_images\100_197950_normal.png,normal
D:\ai_project\data\ecg_images\100_198224_normal.png,normal
D:\ai_project\data\ecg_images\100_198504_normal.png,normal
D:\ai_project\data\ecg_images\100_198791_normal.png,normal
D:\ai_project\data\ecg_images\100_199075_normal.png,normal
D:\ai_project\data\ecg_images\100_199353_normal.png,normal
D:\ai_project\data\ecg_images\100_199619_normal.png,normal
D:\ai_project\data\ecg_images\100_199894_normal.png,normal
D:\ai_project\data\ecg_images\100_200161_normal.png,normal
D:\ai_project\data\ecg_images\100_200434_normal.png,normal
D:\ai_project\data\ecg_images\100_200714_normal.png,normal
D:\ai_project\data\ecg_images\100_200993_normal.png,normal
D:\ai_project\data\ecg_images\100_201271_normal.png,normal
D:\ai_project\data\ecg_images\100_201545_normal.png,normal
D:\ai_project\data\ecg_images\100_201806_normal.png,normal
D:\ai_project\data\ecg_images\100_202067_normal.png,normal
D:\ai_project\data\ecg_images\100_202339_normal.png,normal
D:\ai_project\data\ecg_images\100_202614_normal.png,normal
D:\ai_project\data\ecg_images\100_202896_normal.png,normal
D:\ai_project\data\ecg_images\100_203182_normal.png,normal
D:\ai_project\data\ecg_images\100_203468_normal.png,normal
D:\ai_project\data\ecg_images\100_203741_normal.png,normal
D:\ai_project\data\ecg_images\100_204021_normal.png,normal
D:\ai_project\data\ecg_images\100_204299_normal.png,normal
D:\ai_project\data\ecg_images\100_204574_normal.png,normal
D:\ai_project\data\ecg_images\100_204854_normal.png,normal
D:\ai_project\data\ecg_images\100_205158_normal.png,normal
D:\ai_project\data\ecg_images\100_205459_normal.png,normal
D:\ai_project\data\ecg_images\100_205737_normal.png,normal
D:\ai_project\data\ecg_images\100_206016_normal.png,normal
D:\ai_project\data\ecg_images\100_206288_normal.png,normal
D:\ai_project\data\ecg_images\100_206567_normal.png,normal
D:\ai_project\data\ecg_images\100_206844_normal.png,normal
D:\ai_project\data\ecg_images\100_207130_normal.png,normal
D:\ai_project\data\ecg_images\100_207421_normal.png,normal
D:\ai_project\data\ecg_images\100_207724_normal.png,normal
D:\ai_project\data\ecg_images\100_208004_normal.png,normal
D:\ai_project\data\ecg_images\100_208277_normal.png,normal
D:\ai_project\data\ecg_images\100_208548_normal.png,normal
D:\ai_project\data\ecg_images\100_208822_normal.png,normal
D:\ai_project\data\ecg_images\100_209100_normal.png,normal
D:\ai_project\data\ecg_images\100_209392_normal.png,normal
D:\ai_project\data\ecg_images\100_209683_normal.png,normal
D:\ai_project\data\ecg_images\100_209973_normal.png,normal
D:\ai_project\data\ecg_images\100_210256_normal.png,normal
D:\ai_project\data\ecg_images\100_210534_normal.png,normal
D:\ai_project\data\ecg_images\100_210809_normal.png,normal
D:\ai_project\data\ecg_images\100_211085_normal.png,normal
D:\ai_project\data\ecg_images\100_211364_normal.png,normal
D:\ai_project\data\ecg_images\100_211654_normal.png,normal
D:\ai_project\data\ecg_images\100_211951_normal.png,normal
D:\ai_project\data\ecg_images\100_212228_normal.png,normal
D:\ai_project\data\ecg_images\100_212502_normal.png,normal
D:\ai_project\data\ecg_images\100_212777_normal.png,normal
D:\ai_project\data\ecg_images\100_213058_normal.png,normal
D:\ai_project\data\ecg_images\100_213326_normal.png,normal
D:\ai_project\data\ecg_images\100_213606_normal.png,normal
D:\ai_project\data\ecg_images\100_213894_normal.png,normal
D:\ai_project\data\ecg_images\100_214181_normal.png,normal
D:\ai_project\data\ecg_images\100_214465_normal.png,normal
D:\ai_project\data\ecg_images\100_214738_normal.png,normal
D:\ai_project\data\ecg_images\100_215005_normal.png,normal
